OBJECTID,LON,LAT,CLASS,HEIGHT,TYPE,SOIL,AGE,SpanLength,MaxFloodDepth,MaxFloodDuration,MaxPeakWavePeriod,MaxSigWaveHt,MaxWaterVel,MaxWaveDir,MaxWindVel,MaxWSE
160,-94.91001931,29.22889517,five,25,1,Very Stiff,0,8.708753286,4.0371226,35.595918,6.6133287,1.6313502,1.0824792,192.37105,47.619431,5.3200331
161,-94.91009512,29.2287874,five,25,1,Very Stiff,0,23.91370313,4.0371226,35.595918,6.6133287,1.6313502,1.0824792,192.37105,47.619431,5.3200331
162,-94.91035945,29.22928382,five,25,1,Very Stiff,0,29.42762252,4.0371226,35.595918,6.6133287,1.6285356,1.0824792,192.37105,47.619431,5.3200331
163,-94.91017307,29.22919952,five,25,1,Very Stiff,0,8.708753286,4.0371226,35.595918,6.6133287,1.6285356,1.0824792,192.37105,47.619431,5.3200331
164,-94.91061534,29.22976985,five,25,1,Very Stiff,0,46.22675832,4.0371226,35.595918,6.6133287,1.6285356,1.0824792,192.37105,47.619431,5.3200331
165,-94.91050179,29.22979809,five,25,1,Very Stiff,0,16.95365469,4.0371226,35.595918,6.6133287,1.6285356,1.0824792,192.37105,47.619431,5.3200331
166,-94.91095666,29.23037793,five,25,1,Very Stiff,0,32.99270376,4.1602492,75.381983,3.5805999,1.6339878,1.1149641,192.78564,48.080302,5.2930683
167,-94.91119913,29.23083064,four,30,1,Very Stiff,0,19.83376891,4.1351769,82.10885,10.968935,1.6636128,1.0650786,138.92648,47.169029,5.2790517
168,-94.91130758,29.23101804,four,30,1,Very Stiff,0,18.38816605,4.1351769,82.10885,10.968935,1.6636128,1.0650786,138.92648,47.169029,5.2790517
169,-94.91152446,29.23142427,four,30,1,Very Stiff,0,33.83172142,4.1351769,82.10885,10.968935,1.6636128,1.0650786,138.92648,47.169029,5.2790517
170,-94.91190593,29.23212682,four,30,1,Very Stiff,0,36.33898319,4.4988544,83,3.5655331,1.6424433,1.0363076,189.41988,47.226829,5.271208
171,-94.91216742,29.23259513,four,30,1,Very Stiff,0,29.20443008,3.5801083,22.783487,12.122087,1.6424433,1.2129018,130.56059,47.272125,5.2701638
172,-94.91242291,29.23304904,four,30,1,Very Stiff,0,55.44870638,3.5801083,22.783487,12.122087,1.4072794,1.2129018,130.56059,47.272125,5.2701638
173,-94.91263047,29.23344482,four,30,1,Very Stiff,0,23.9062768,3.5801083,22.783487,12.122087,1.4072794,1.2129018,130.56059,47.272125,5.2701638
174,-94.91228605,29.23310291,four,30,1,Very Stiff,0,7.646694379,3.5801083,22.783487,12.122087,1.4072794,1.2129018,130.56059,47.272125,5.2701638
